review,label
"""밀크티 맛 보통이고 앙버터도 그냥 그럼. 고구마 케이크 무난. 와이파이 안터져서 답답하고 도떼기시장 같음, 포스기 앞에서 기다리게 함.""",333000222000
"""녹차라떼 평범하고 모닝빵도 쏘쏘. 무스 케이크 아는 맛. 층고 낮아서 답답하고 환기 안됨, 서비스 마인드 제로.""",333000222000
"""쿠키 너무 딱딱하고 팥빙수 팥이 맛없음. 푸딩 식감 이상해요. 가격은 적당하고 포장 상태 무난, 웨이팅은 평범한 수준.""",000222000333
"""휘낭시에 탄맛 나고 망고빙수 냉동이라 이 시림. 젤라또 녹아서 나옴. 가성비는 쏘쏘하고 선물 패키지 평범, 대기 시간 적당함.""",000222000333
"""스콘 밀가루 냄새 나고 과일빙수 과일 상태 메롱. 요거트 밍밍함. 가격대 무난하고 답례품 구성 보통, 사람 적당히 있음.""",000222000333
"""마들렌 퍽퍽하고 우유빙수 얼음이 거칠어요. 초콜릿 불량식품 맛. 비싸지도 싸지도 않음, 포장 쇼핑백 쏘쏘, 회전율 보통.""",000222000333
"""까눌레 눅눅하고 딸기빙수 딸기 무름. 아이스크림 싸구려 맛. 가격은 딱 그 정도고 굿즈 포장 상태 평타, 주말치고 웨이팅 무난.""",000222000333
"""르뱅쿠키 너무 달고 복숭아 빙수 맹탕. 푸딩 비려요. 가성비 평범하고 테이크아웃 포장 쏘쏘, 혼잡도 견딜만함.""",000222000333
"""사브레 부스러기만 있고 멜론 빙수 안익음. 요거트볼 너무 묽음. 가격 적정선이고 선물용 박스 무난, 오픈런 할 정도는 아님.""",000222000333
"""에그타르트 비리고 수박 빙수 밍밍해요. 젤라또 쫀득함 1도 없음. 가격 합리적인 편이고 포장 리본 평범, 대기줄 보통.""",000222000333
"""버터쿠키 기름 쩐내 나고 빙수 연유 맛만 남. 푸딩 너무 단단함. 가격 쏘쏘하고 포장 용기 평범, 웨이팅 어플 써서 무난.""",000222000333
"""비스코티 이 나갈 뻔 했고 팥빙수 떡 쉼.. 요거트 맛없음. 가성비 나쁘지 않고 답례품 포장 쏘쏘, 사람 밀집도 중간.""",000222000333
"""쿠키 맛 평범하고 팥빙수도 쏘쏘. 푸딩도 무난해요. 근데 가격이 너무 사악하고 포장 엉망으로 해줌, 웨이팅 1시간 넘게 함 ㅠ""",000333000222
"""휘낭시에 쏘쏘 망고빙수도 그냥 아는 맛. 젤라또 평타. 양 대비 비쌈, 선물 박스 구겨져서 줌, 대기 관리 엉망이라 순서 뒤죽박죽.""",000333000222
"""스콘 무난하고 과일빙수도 평범. 요거트 쏘쏘함. 가성비 최악이고 답례품 샘플이랑 다름, 사람 미어터져서 기빨림.""",000333000222
"""마들렌 쏘쏘 우유빙수 보통. 초콜릿 평범한 맛. 가격 거품 심하고 포장하는데 20분 걸림, 웨이팅 공간도 없어서 밖에서 떪.""",000333000222
"""까눌레 평타 치고 딸기빙수도 무난. 아이스크림 그저그럼. 굿즈 가격 터무니없고 포장비 따로 받음, 주말엔 자리 잡기 전쟁임.""",000333000222
"""르뱅쿠키 쏘쏘 복숭아 빙수 무난함. 푸딩 보통. 비싼 값 못하고 테이크아웃 컵 홀더도 안줌, 웨이팅 시스템 불편함.""",000333000222
"""사브레 평범하고 멜론 빙수도 쏘쏘. 요거트볼 무난. 가격대 너무 높고 선물 포장 촌스러움, 사람 너무 많아서 정신없음.""",000333000222
"""에그타르트 그냥 그렇고 수박 빙수도 평타. 젤라또 무난. 가성비 안좋고 포장 상태 불량, 대기줄 너무 길어서 포기함.""",000333000222
"""버터쿠키 쏘쏘 빙수도 평범해요. 푸딩 아는 맛. 가격 창렬이고 선물용인데 봉투도 안줌, 혼잡도 헬이라 대화 불가능.""",000333000222
"""비스코티 무난하고 팥빙수도 쏘쏘. 요거트 평범함. 돈 아까운 퀄리티고 포장 성의 없음, 웨이팅 너무 심해서 다신 안갈듯.""",000333000222
"""커피는 탄맛 나는데 스콘은 맛있네요. 직원분들도 친절하고요.""",200100001000
"""케이크는 그냥 평범한데 가격이 너무 비싸요 ㅠ""",003000000200
"""빙수 맛은 있는데 매장이 너무 좁아서 불편함.""",000010200000
"""선물 포장 예쁘게 해주셔서 좋았는데 쿠키 맛은 쏘쏘.""",000300000010
"""웨이팅 길어서 힘들었는데 커피 맛은 훌륭했어요.""",100000000002
"""빵 종류 많아서 좋고 분위기도 힙해요.""",010000010000
"""푸딩은 너무 달아서 별로고 음료는 무난해요.""",300002000000
"""주차 편해서 갔는데 커피값이 좀 쎄네요.""",000000100200
"""직원분 친절하신데 빙수는 밍밍해요.""",000020001000
"""분위기는 좋은데 의자가 딱딱해서 오래 못 앉아 있겠음.""",000000210000
