Original_Review,Aspects,Sentiments,Empty,label,,
샷 추가해서 마시니까 농도가 적당하네요,커피_음료,중립,,300000000000,,
에스프레소 탄산수랑 같이 서빙됨,커피_음료,중립,,300000000000,,
커피 산미는 중간 정도라 무난무난함,커피_음료,중립,,300000000000,,
커피 양은 많은데 맛은 약간 아쉽,커피_음료,중립,,300000000000,,수정완
음료 단맛이 생각보다 강하지 않아서 괜찮았음,커피_음료,중립,,300000000000,,
시즌 음료라 지금만 주문 가능하다고 함,커피_음료,중립,,300000000000,,
커피 맛이 무겁지 않고 가벼운 스타일이에요,커피_음료,중립,,300000000000,,
여기 소금빵 진짜 겉바속촉 미쳤어요ㅠㅠ 인생빵집 등극!,베이커리_빵,긍정,,010000000000,,
잠봉뵈르 버터 풍미 실화냐;; 진짜 고소함의 끝판왕임.,베이커리_빵,긍정,,010000000000,,
빵 종류 진짜 많고 다 맛있어 보여서 결정장애 옴ㅋㅋ 찐맛집!,베이커리_빵,긍정,,010000000000,,
식빵이 결대로 찢어지는데 너무 쫄깃해서 감동받음.,베이커리_빵,긍정,,010000000000,,
빵순이들 여기 외않가? 베이글 쫀득함이 탈인간급임.,베이커리_빵,긍정,,010000000000,,
크루아상 결 살아있는 것 좀 보세요.. 바삭함 미쳤음.,베이커리_빵,긍정,,010000000000,,
샌드위치 야채 대박 신선하고 속이 꽉 차서 하나만 먹어도 배터짐.,베이커리_빵,긍정,,010000000000,,
여기 치아바타 진짜 담백하고 씹을수록 단맛 올라와서 최고임.,베이커리_빵,긍정,,010000000000,,
갓 나온 식빵 냄새 맡으면 바로 극락 좌표 찍음 ㅠㅠ,베이커리_빵,긍정,,010000000000,,
베이글에 크림치즈 조합 미쳤음.. 매일 먹고 싶은 맛!!,베이커리_빵,긍정,,010000000000,,
잠봉뵈르 햄도 안 짜고 바게트도 적당히 딱딱해서 완벽함.,베이커리_빵,긍정,,010000000000,,
와 여기 빵 퀄리티 무엇? 프랑스 온 줄 알았네 ㄷㄷ,베이커리_빵,긍정,,010000000000,,
소금빵 밑바닥 버터에 튀겨진 부분... 진심 맛잘알 사장님 bb,베이커리_빵,긍정,,010000000000,,
빵들이 하나같이 다 실하고 재료 안 아낀 느낌 팍팍 남.,베이커리_빵,긍정,,010000000000,,
깜빠뉴 건강한 맛인데 이렇게 맛있을 일인가? 취저당함.,베이커리_빵,긍정,,010000000000,,
여기 샌드위치 소스가 진짜 킥이네.. 존맛탱구리.,베이커리_빵,긍정,,010000000000,,
빵 결이 예술이에요ㅠㅠ 입안에서 사르르 녹음.,베이커리_빵,긍정,,010000000000,,
인생 잠봉뵈르 만남.. 바게트가 겉바속촉의 정석임.,베이커리_빵,긍정,,010000000000,,
베이글 종류별로 다 쟁여오고 싶을 정도로 훌륭함!,베이커리_빵,긍정,,010000000000,,
빵 피가 얇고 속이 꽉 차서 씹는 맛이 대박임.,베이커리_빵,긍정,,010000000000,,
호밀빵 특유의 고소함이 너무 좋아서 계속 들어가요.,베이커리_빵,긍정,,010000000000,,
빵순이 성지 인정.. 여긴 무조건 재방문각임.,베이커리_빵,긍정,,010000000000,,
식빵 테두리까지 맛있는 집은 여기가 처음임;;,베이커리_빵,긍정,,010000000000,,
샌드위치 내용물 구성이 너무 알차서 대만족!,베이커리_빵,긍정,,010000000000,,
버터 향 가득한 크루아상 한입 먹으면 세상 행복해짐.,베이커리_빵,긍정,,010000000000,,
소금빵 짭짤 고소함이 진짜 미쳤음.. 대박 추천!!,베이커리_빵,긍정,,010000000000,,
포카치아 폭신폭신하고 허브향 은은한 게 딱 내 스타일.,베이커리_빵,긍정,,010000000000,,
빵 반죽 자체가 맛있는 느낌? 밀가루 냄새도 안 남.,베이커리_빵,긍정,,010000000000,,
베이글 샌드위치 밸런스 완전 갓벽함 ㅠㅠㅠ,베이커리_빵,긍정,,010000000000,,
식사 대용으로 빵 먹으러 오기 너무 좋음. 든든함!,베이커리_빵,긍정,,010000000000,,
빵이 너무 딱딱해서 입천장 다 까짐.. 최악임.,베이커리_빵,부정,,020000000000,,
소금빵 샀는데 버터 동굴도 없고 그냥 모닝빵 수준 ㅡㅡ,베이커리_빵,부정,,020000000000,,
샌드위치 안에 야채 시들시들한 거 보고 개실망함.,베이커리_빵,부정,,020000000000,,
크루아상 눅눅해서 씹는 맛 1도 없음. 돈 버림.,베이커리_빵,부정,,020000000000,,
빵에서 밀가루 냄새 너무 심하게 나요. 노답임.,베이커리_빵,부정,,020000000000,,
베이글이 질겨도 너무 질겨서 고무 씹는 줄 알았네.,베이커리_빵,부정,,020000000000,,
식빵 유통기한 임박한 건지 퍽퍽해서 못 먹겠음.,베이커리_빵,부정,,020000000000,,
잠봉뵈르 햄이 너무 짜서 혀 마비되는 줄;; 다신 안 감.,베이커리_빵,부정,,020000000000,,
빵 종류는 많은데 정작 먹을만한 건 하나도 없네요.,베이커리_빵,부정,,020000000000,,
내용물 부실함의 극치.. 샌드위치 이름값 못함.,베이커리_빵,부정,,020000000000,,
소금빵 기름기 너무 많아서 손 대자마자 미끌거림 극혐.,베이커리_빵,부정,,020000000000,,
바게트가 너무 질겨서 턱 빠지는 줄 알았습니다.,베이커리_빵,부정,,020000000000,,
빵 맛이 다 거기서 거기임. 편의점 빵이랑 다를 게 뭐임?,베이커리_빵,부정,,020000000000,,
식빵 결도 안 살고 떡진 느낌이라 너무 실망스러움.,베이커리_빵,부정,,020000000000,,
기대하고 갔는데 빵들이 다 메말라 있어서 돈 아까움.,베이커리_빵,부정,,020000000000,,
치아바타에 구멍만 숭숭 뚫려 있고 풍미가 전혀 없음.,베이커리_빵,부정,,020000000000,,
빵 속이 텅 비어 있는 거 보고 사기당한 기분 ㅡㅡ,베이커리_빵,부정,,020000000000,,
베이글이 너무 퍽퍽해서 물 없이 먹기 불가능함.,베이커리_빵,부정,,020000000000,,
샌드위치 소스가 너무 과해서 빵이 축축하게 다 젖음.,베이커리_빵,부정,,020000000000,,
크루아상 버터 향은커녕 마가린 냄새만 가득함.,베이커리_빵,부정,,020000000000,,
빵이 너무 달거나 너무 짜서 간이 하나도 안 맞음.,베이커리_빵,부정,,020000000000,,
이걸 빵이라고 파는 건지.. 편의점 빵이 더 고퀄일 듯.,베이커리_빵,부정,,020000000000,,
잠봉뵈르 바게트가 너무 눅눅해서 진짜 맛없음.,베이커리_빵,부정,,020000000000,,
식빵 안쪽까지 덜 익은 느낌이라 찝찝해서 버림.,베이커리_빵,부정,,020000000000,,
빵 크기만 크고 맛은 맹탕이라 개별로임.,베이커리_빵,부정,,020000000000,,
치즈 빵인데 치즈 맛이 하나도 안 느껴짐. 노맛.,베이커리_빵,부정,,020000000000,,
소금빵 소금만 너무 쳐서 쓰기까지 함. 다신 안 삼.,베이커리_빵,부정,,020000000000,,
베이글 샌드위치 한 입 베어물자마자 재료 다 흘러내림 휴.,베이커리_빵,부정,,020000000000,,
빵이 전체적으로 다 눅눅해서 식감이 별로예요.,베이커리_빵,부정,,020000000000,,
기대했는데 빵들이 너무 평범해서 실망만 하고 옴.,베이커리_빵,부정,,020000000000,,
소금빵 무난해요. 그냥 아는 맛임.,베이커리_빵,중립,,030000000000,,
식빵은 통으로 안 팔고 슬라이스해서 주네요.,베이커리_빵,중립,,030000000000,,
"베이글 종류는 플레인, 어니언, 블루베리 3종류 있음.",베이커리_빵,중립,,030000000000,,
"샌드위치에 양상추랑 햄, 치즈 기본적으로 들어감.",베이커리_빵,중립,,030000000000,,
빵이 생각보다 크진 않고 적당한 사이즈임.,베이커리_빵,중립,,030000000000,,
크루아상 결은 있는데 버터향은 보통인 편.,베이커리_빵,중립,,030000000000,,
잠봉뵈르에 버터랑 잠봉만 딱 들어간 스타일임.,베이커리_빵,중립,,030000000000,,
빵이 쫄깃하기보다는 부드러운 식감에 가까워요.,베이커리_빵,중립,,030000000000,,
식빵에 견과류가 박혀 있어서 호불호 갈릴 듯.,베이커리_빵,중립,,030000000000,,
소금빵 바닥은 바삭한데 윗부분은 폭신함.,베이커리_빵,중립,,030000000000,,
그냥 동네 빵집에서 흔히 볼 수 있는 종류들이에요.,베이커리_빵,중립,,030000000000,,
샌드위치 소스가 머스타드 베이스인 것 같아요.,베이커리_빵,중립,,030000000000,,
베이글은 굽지 않은 상태로 나와서 쏘쏘함.,베이커리_빵,중립,,030000000000,,
치아바타에 올리브가 꽤 많이 박혀 있음.,베이커리_빵,중립,,030000000000,,
나쁘진 않은데 굳이 멀리서 찾아올 정도는 아님.,베이커리_빵,중립,,030000000000,,
빵 반죽이 좀 밀도가 있는 편이라 묵직함.,베이커리_빵,중립,,030000000000,,
식사 대용으로 먹기엔 양이 적당한 수준임.,베이커리_빵,중립,,030000000000,,
호밀빵이라 그런지 단맛은 거의 없고 담백함.,베이커리_빵,중립,,030000000000,,
빵 겉면이 약간 오버쿡 된 것처럼 보이지만 탄 건 아님.,베이커리_빵,중립,,030000000000,,
크루아상이 크기는 큰데 속은 좀 비어 있는 느낌?,베이커리_빵,중립,,030000000000,,
샌드위치에 피클이 들어있으니 참고하세요.,베이커리_빵,중립,,030000000000,,
베이글 씹는 맛이 그냥 평범한 빵 같아요.,베이커리_빵,중립,,030000000000,,
소금빵 소금이 한곳에 뭉쳐 있어서 좀 짬.,베이커리_빵,중립,,030000000000,,
그냥 딱 예상 가능한 정도의 빵 맛임.,베이커리_빵,중립,,030000000000,,
바게트가 겉이 단단한 편이라 잘라 먹어야 함.,베이커리_빵,중립,,030000000000,,
식빵이 갓 나와서 따끈따끈한 상태로 진열됨.,베이커리_빵,중립,,030000000000,,
베이글이 생각보다 퍽퍽하진 않은데 그렇다고 쫄깃하지도 않음.,베이커리_빵,중립,,030000000000,,
빵 종류가 매일 조금씩 바뀌는 것 같아요.,베이커리_빵,중립,,030000000000,,
치아바타 발사믹 소스 없이 먹으면 좀 밋밋함.,베이커리_빵,중립,,030000000000,,
잠봉뵈르 바게트가 꽤나 거친 질감임.,베이커리_빵,중립,,030000000000,,
여기 생크림 케이크 시트가 너무 촉촉해서 입안에서 녹아내림 ㅠㅠ 인생 케이크임,케이크,긍정,,001000000000,,
치즈 케이크 꾸덕함이 미쳤음.. 진짜 찐하고 깊은 맛임 대박,케이크,긍정,,001000000000,,
딸기 케이크에 딸기 폭탄으로 들어있어서 비주얼도 맛도 극락임,케이크,긍정,,001000000000,,
홀케이크 예약해서 먹었는데 가족들 다 여기 어디냐고 난리남ㅋㅋ 찐맛집,케이크,긍정,,001000000000,,
초코 케이크 적당히 달고 쌉싸름해서 무한으로 들어감 취저ㅠㅠ,케이크,긍정,,001000000000,,
타르트지 바삭하고 위에 올라간 크림도 고소함 그 자체임;; 미쳤음,케이크,긍정,,001000000000,,
티라미수 에스프레소 향 확 나면서 시트 푹신한 게 예술임,케이크,긍정,,001000000000,,
단호박 케이크 원물 맛 진하게 나서 어른들도 너무 좋아하심 강추,케이크,긍정,,001000000000,,
얼그레이 케이크 향긋함이 미쳤는데요? 한 조각 더 먹고 싶음,케이크,긍정,,001000000000,,
샤인머스켓 타르트 과일 엄청 신선하고 당도 높아서 감탄함,케이크,긍정,,001000000000,,
조각 케이크 크기가 꽤 커서 맘에 쏙 듦ㅋㅋ 맛도 존맛탱,케이크,긍정,,001000000000,,
케이크 크림이 하나도 안 느끼하고 엄청 고급스러운 맛임 ㅠㅠ,케이크,긍정,,001000000000,,
레몬 케이크 상큼함이 팡팡 터짐.. 이건 꼭 먹어야 됨,케이크,긍정,,001000000000,,
무스 케이크 질감이 너무 부드러워서 잇몸으로도 먹을 수 있을 듯,케이크,긍정,,001000000000,,
바스크 치즈 케이크 탄 맛 적당하고 속은 촉촉해서 완벽함,케이크,긍정,,001000000000,,
여기 케이크 먹으려고 멀리서 왔는데 보람 넘치네요 진짜 짱임,케이크,긍정,,001000000000,,
당근 케이크 크림치즈랑 조합 대박임.. 시나몬 향도 딱 좋아,케이크,긍정,,001000000000,,
복숭아 케이크 비주얼 미쳤고 맛은 더 미쳤음 ㅠㅠ 감동적인 맛,케이크,긍정,,001000000000,,
말차 케이크 쌉싸름함이 제대로 살아있어서 너무 행복함,케이크,긍정,,001000000000,,
블루베리 케이크 과육 씹히는 맛이 일품임 진짜 맛도리,케이크,긍정,,001000000000,,
인생 티라미수 발견.. 크림 퀄리티가 차원이 다름,케이크,긍정,,001000000000,,
여기 조각 케이크 종류 다 먹어보고 싶음ㅠㅠ 너무 맛있어,케이크,긍정,,001000000000,,
케이크 시트가 퍽퍽하지 않고 찰진 느낌이라 계속 생각남,케이크,긍정,,001000000000,,
밤 치즈 케이크 고소함 폭발함;; 이거 만든 사람 천재인 듯,케이크,긍정,,001000000000,,
케이크 비주얼이 너무 예뻐서 먹기 아까울 정도인데 맛은 더 좋음,케이크,긍정,,001000000000,,
우유 생크림 케이크 깔끔한 뒷맛이 대박임 하나도 안 느끼해,케이크,긍정,,001000000000,,
피스타치오 케이크 고소함이 남다름 ㅠㅠ 인생 맛집 등극,케이크,긍정,,001000000000,,
여기 케이크는 설탕 단맛이 아니라 재료 본연의 단맛이라 너무 좋음,케이크,긍정,,001000000000,,
황치즈 타르트 짭짤달콤해서 중독성 개쩌네요 ㄷㄷ,케이크,긍정,,001000000000,,
망고 케이크 망고가 입안에서 춤추는 맛임ㅠㅠ 완전 럭키비키,케이크,긍정,,001000000000,,
케이크 시트가 너무 메마름.. 편의점 빵보다 못한 듯 실망,케이크,부정,,002000000000,,
생크림에서 미끌거리는 식물성 기름 맛 나서 토할 뻔함,케이크,부정,,002000000000,,
치즈 케이크인데 치즈 맛은 안 나고 밀가루 맛만 남ㅡㅡ,케이크,부정,,002000000000,,
딸기 케이크에 딸기 상태가 왜 이럼? 다 물러터짐 개극혐,케이크,부정,,002000000000,,
타르트지 눅눅해서 씹는 맛도 없고 완전 떡 같음 노답,케이크,부정,,002000000000,,
티라미수 위에 코코아 가루가 너무 많아서 먹다 사레 들리고 난리남,케이크,부정,,002000000000,,
케이크 너무 달아서 한 입 먹고 버림.. 설탕 덩어리인가,케이크,부정,,002000000000,,
조각 케이크 크기 실화냐? 너무 작아서 한 입 거리도 안 됨,케이크,부정,,002000000000,,
홀케이크 주문했는데 모양 다 망가져 있고 엉망진창임 다신 안 삼,케이크,부정,,002000000000,,
초코 케이크에서 탄 맛 느껴짐.. 오버베이킹 된 거 아님?,케이크,부정,,002000000000,,
무스 케이크 너무 느끼해서 먹다가 니글거려 죽는 줄,케이크,부정,,002000000000,,
당근 케이크 안에 당근 너무 크고 딱딱해서 식감 최악임,케이크,부정,,002000000000,,
케이크 해동 덜 된 상태로 줘서 안에 얼음 씹힘;; 장난하나,케이크,부정,,002000000000,,
레몬 케이크 너무 셔서 침 나올 정도임 밸런스 붕괴임,케이크,부정,,002000000000,,
여기 케이크 맛있대서 왔는데 그냥 공장제 케이크 맛임 개실망,케이크,부정,,002000000000,,
블루베리 케이크 시럽 맛 너무 인위적이라 거부감 듦,케이크,부정,,002000000000,,
바스크 치즈 케이크 안쪽이 너무 안 익어서 줄줄 흐름 ㅡㅡ,케이크,부정,,002000000000,,
케이크 시트가 무슨 돌덩이인 줄;; 포크가 안 들어감,케이크,부정,,002000000000,,
말차 케이크 비린내 나서 못 먹겠음.. 재료 관리 안 하나,케이크,부정,,002000000000,,
타르트 과일 당도 하나도 없고 밍밍함.. 돈 버렸네,케이크,부정,,002000000000,,
케이크 장식된 꽃에서 이상한 냄새 남.. 먹는 거 맞음?,케이크,부정,,002000000000,,
홀케이크 샀는데 시트 사이에 과일이 거의 없음 사기 수준,케이크,부정,,002000000000,,
얼그레이 케이크 향이 너무 진해서 화장품 먹는 기분임,케이크,부정,,002000000000,,
크림이 굳어서 껍질 벗겨짐.. 언제 만든 케이크임?,케이크,부정,,002000000000,,
케이크 비주얼만 번지르르하고 맛은 편의점 빵보다 못함,케이크,부정,,002000000000,,
초코 무스에서 쇠 맛 같은 거 느껴지는데 저만 그런가요? 찝찝함,케이크,부정,,002000000000,,
밤 케이크 너무 퍽퍽해서 물 없이 못 넘김 최악,케이크,부정,,002000000000,,
조각 케이크 단면이 말라비틀어져 있음 관리가 엉망임,케이크,부정,,002000000000,,
무슨 케이크가 이렇게 느끼함? 반도 못 먹고 남김 다신 안 감,케이크,부정,,002000000000,,
케이크 시트가 너무 축축해서 기분 나쁜 식감임 노답,케이크,부정,,002000000000,,
딸기 생크림 케이크는 그냥 무난한 맛이었음,케이크,중립,,003000000000,,
치즈 케이크 시트가 얇고 크림치즈 층이 두껍게 나옴,케이크,중립,,003000000000,,
초코 케이크는 엄청 달지도 않고 적당히 씁쓸함,케이크,중립,,003000000000,,
타르트 위에 청포도가 6알 정도 올라가 있네요,케이크,중립,,003000000000,,
티라미수 시트가 에스프레소에 푹 적셔져서 나옴,케이크,중립,,003000000000,,
조각 케이크 모양은 삼각형 형태고 크기는 보통임,케이크,중립,,003000000000,,
그냥 딱 예상 가능한 치즈 케이크 맛이라 나쁘지 않음,케이크,중립,,003000000000,,
무스 케이크 질감이 젤리 같은 느낌이 강함,케이크,중립,,003000000000,,
당근 케이크에 견과류가 많이 섞여 있는 편임,케이크,중립,,003000000000,,
생크림에서 우유 향이 은은하게 나는데 강하진 않음,케이크,중립,,003000000000,,
케이크 시트 사이사이에 커스터드 크림이 발려 있음,케이크,중립,,003000000000,,
말차 케이크 색깔은 진한데 맛은 생각보다 연함,케이크,중립,,003000000000,,
과일 타르트에 시럽이 많이 발려 있어서 반짝거림,케이크,중립,,003000000000,,
케이크 데코레이션으로 허브 잎이 하나 올라가 있음,케이크,중립,,003000000000,,
레몬 케이크는 신맛보다 단맛이 좀 더 강한 편,케이크,중립,,003000000000,,
바스크 치즈 케이크 겉면이 꽤 검게 그을려 나옴,케이크,중립,,003000000000,,
조각 케이크 옆면이 비닐로 감싸져 있음,케이크,중립,,003000000000,,
얼그레이 케이크 시트가 약간 거친 질감임,케이크,중립,,003000000000,,
케이크 크림 양이 시트 양이랑 거의 1대1 비율임,케이크,중립,,003000000000,,
블루베리 케이크 위에 냉동 블루베리가 몇 개 있음,케이크,중립,,003000000000,,
그냥 어디서나 먹을 수 있는 평범한 케이크 맛임,케이크,중립,,003000000000,,
홀케이크는 최소 이틀 전에 예약해야 한다고 함,케이크,중립,,003000000000,,
케이크 도우가 쿠키처럼 바삭한 스타일임,케이크,중립,,003000000000,,
단호박 케이크는 단맛이 거의 안 느껴지는 건강한 맛,케이크,중립,,003000000000,,
케이크 한 조각에 과일 한 종류씩 들어있음,케이크,중립,,003000000000,,
초코 무스 케이크는 질감이 쫀득하기보다 부드러움,케이크,중립,,003000000000,,
조각 케이크가 투명한 접시에 담겨서 서빙됨,케이크,중립,,003000000000,,
케이크 시트 층이 4층 정도로 겹겹이 쌓여 있음,케이크,중립,,003000000000,,
치즈 케이크 밑바닥에 오레오 시트가 깔려 있음,케이크,중립,,003000000000,,
계절 과일에 따라 케이크 종류가 조금씩 바뀌는 듯,케이크,중립,,003000000000,,
휘낭시에 겉바속촉 미쳤다 진짜.. 하나 더 먹을걸,쿠키_구움과자,긍정,,000100000000,,
스콘 퍽퍽하지 않고 버터 풍미 대박임;; 인생 스콘 등극,쿠키_구움과자,긍정,,000100000000,,
까눌레 여기보다 잘하는 집 못 봄. 겉면 바작함이 예술임,쿠키_구움과자,긍정,,000100000000,,
마들렌 배꼽 통통하게 올라온 것 좀 봐 ㅠㅠ 너무 귀엽고 맛있다,쿠키_구움과자,긍정,,000100000000,,
쿠키 토핑 아낌없이 박혀있어서 한 입 먹을 때마다 극락감,쿠키_구움과자,긍정,,000100000000,,
황치즈 쿠키 꾸덕함 진심 미쳤음;; 치즈 수혈 완료,쿠키_구움과자,긍정,,000100000000,,
여기 브라우니는 진짜 꾸덕함의 결정체임. 찐득하니 너무 좋아,쿠키_구움과자,긍정,,000100000000,,
